站點代碼,來源分類,行政區,站點名稱,站點細項分類,緯度(Latitude),經度(Longitude),詳細地址/位置,飲水機補水資訊,洗手間/公廁資訊,充氣/單車設施,開放/營業時間,網站小卡文案簡介,特色標籤,Google地圖連結,特色標籤
TMP-YL-044,在地宮廟聚落,臺西鄉,臺西五條港安西府,主祀: 張李莫千歲,23.719812,120.176543,雲林縣臺西鄉五港村中央路76號,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"張李莫祖廟,五條港地標,超大香客廁所,冰溫熱水","https://www.google.com/maps/search/?api=1&query=23.719812,120.176543",
TMP-YL-045,在地宮廟聚落,臺西鄉,臺西萬安宮,主祀: 保生大帝,23.702891,120.198123,雲林縣臺西鄉台西村民族路32號,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"保生大帝,海口老街,聚落信仰,水廁提供","https://www.google.com/maps/search/?api=1&query=23.702891,120.198123",
TMP-YL-046,在地宮廟聚落,臺西鄉,溪頂明立古廟,主祀: 觀世音菩薩,23.725678,120.185678,雲林縣臺西鄉溪頂村,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"溪頂聚落,安靜休息,水廁補給","https://www.google.com/maps/search/?api=1&query=23.725678,120.185678",
TMP-YL-047,在地宮廟聚落,元長鄉,元長鰲峰宮,主祀: 保生大帝,23.648123,120.315123,雲林縣元長鄉元長村中山路70號,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"鰲峰宮,保生大帝,市區核心,水廁補給","https://www.google.com/maps/search/?api=1&query=23.648123,120.315123",
TMP-YL-048,在地宮廟聚落,元長鄉,客厝鄉安宮,主祀: 天上聖母,23.621234,120.285612,雲林縣元長鄉客厝村,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"客厝聚落,農村大廟,洗手間","https://www.google.com/maps/search/?api=1&query=23.621234,120.285612",
TMP-YL-049,在地宮廟聚落,四湖鄉,四湖參天宮,主祀: 關聖帝君,23.638912,120.226781,雲林縣四湖鄉四湖村關聖路87號,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"關聖帝君,四湖地標,香火鼎盛,超大香客廁所","https://www.google.com/maps/search/?api=1&query=23.638912,120.226781",
TMP-YL-050,在地宮廟聚落,四湖鄉,四湖三條崙海清宮,主祀: 閻羅天子,23.652145,120.154123,雲林縣四湖鄉海清路93號,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"包公祖廟,黑森林起點,五星級水廁,濱海大廟","https://www.google.com/maps/search/?api=1&query=23.652145,120.154123",
TMP-YL-051,在地宮廟聚落,四湖鄉,內湖廣安宮,主祀: 天上聖母,23.645678,120.201234,雲林縣四湖鄉內湖村,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"內湖聚落,160縣道旁,洗手間","https://www.google.com/maps/search/?api=1&query=23.645678,120.201234",
TMP-YL-052,在地宮廟聚落,口湖鄉,口湖下崙福安宮,主祀: 丁府八千歲,23.626123,120.160891,雲林縣口湖鄉崙中村福安路22號,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"丁府八千歲,台17線旁,避風歇腳,香客水廁","https://www.google.com/maps/search/?api=1&query=23.626123,120.160891",
TMP-YL-053,在地宮廟聚落,口湖鄉,口湖金湖萬善爺廟,主祀: 萬善爺,23.608912,120.156781,雲林縣口湖鄉港東村萬善爺廟,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"牽水𦬨文化,萬善爺廟,濱海車道,水廁齊備","https://www.google.com/maps/search/?api=1&query=23.608912,120.156781",
TMP-YL-054,在地宮廟聚落,口湖鄉,成龍安龍宮,主祀: 李府千歲,23.578912,120.165432,雲林縣口湖鄉成龍村,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"成龍濕地旁,王爺信仰,水廁提供","https://www.google.com/maps/search/?api=1&query=23.578912,120.165432",
TMP-YL-055,在地宮廟聚落,水林鄉,水林順天宮 (番薯厝媽祖),主祀: 天上聖母 (番薯寮媽),23.551234,120.261234,雲林縣水林鄉蕃薯村蕃薯厝102號,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"蕃薯寮媽,黃金番薯,百年大廟,香客水廁","https://www.google.com/maps/search/?api=1&query=23.551234,120.261234",
TMP-YL-056,在地宮廟聚落,水林鄉,水林安和宮,主祀: 神農大帝,23.562145,120.231234,雲林縣水林鄉車港村車港路,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"七角井旁,顏思齊古蹟,神農大帝,農村秘境","https://www.google.com/maps/search/?api=1&query=23.562145,120.231234",
TMP-YL-057,在地宮廟聚落,水林鄉,水林七星宮,主祀: 七星娘娘,23.575678,120.246781,雲林縣水林鄉,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"特色信仰,安靜小廟,洗手間","https://www.google.com/maps/search/?api=1&query=23.575678,120.246781",
